sentence,abstract_abstract,abstract_concrete,abstract_ignorance,policy_not policy,policy_policy,dynamics_not dynamics,dynamics_dynamics,valence_neutral,valence_winning,valence_losing
I think you need to wait for the colored cubes to hit the floor then try to collect them by moving your avatar over them.,-3.3152213,-inf,-0.03726724,-0.020401854,-3.9045782,-0.038658366,-3.273184,-0.14589371,-1.999497,-inf
I also think you have to keep moving but I'm not certain.,-10.120803,-inf,-0.00010032469,-2.3392786e-06,-inf,-1.247159e-05,-inf,-2.8206474e-05,-inf,-inf
Use your directional arrows to move your avatar around.,-12.431566,-1.1517961e-05,-inf,-0.9349737,-0.49861813,-0.041044388,-3.214165,-1.92662e-05,-inf,-inf
Go over the cubes with your avatar to 'eat' it/them.,-5.3306265,-0.005564686,-7.397584,-3.2953568,-0.037803568,-2.284947,-0.10735746,-1.903445,-0.16148633,-inf
In the first and second level eat the coloured cubes with your avatar but don't eat the green one.,-2.5975883,-0.10947296,-3.6502712,-5.107503,-0.0060814265,-1.369539,-0.29335386,-0.20735718,-1.6793306,-7.495344
"I went in the order of white, then red, then yellow.",-inf,-inf,-0.0031105727,-0.00018137218,-8.736628,-0.23421474,-1.5664196,-0.005820599,-5.1573405,-inf
"In the 3rd level, eat the white cube, then go down to the botton left-hand corner and go through the single green section and get your avatar to eat the two white blocks in that corner.",-2.5336118,-inf,-0.5556227,-2.222989,-0.11463824,-0.037042566,-3.3147545,-4.2607555,-0.014255649,-inf
Then go up to the top right and through the green cube to eat the red cube.,-1.6735666,-0.21025823,-inf,-0.43168995,-1.0482671,-0.0055242544,-5.2032323,-1.1791872,-0.36758175,-inf
I'm not certain what to do after that though,-inf,-inf,-2.4987974e-05,-5.080963e-06,-inf,-3.2929079e-06,-inf,-8.375538e-05,-inf,-10.759121
"Control your avatar to avoid the white moving cubes

Move your avatar to eat the mint green cubes, then the purple lines surrounding the mint green cubes.",-2.3697793,-0.1012037,-inf,-8.432236,-0.00023631772,-1.2370902,-0.34287754,-0.7161517,-0.6726413,-7.3371997
"(these then help you to remove other colored cubes you don't need and that can get you)

Make your way to the final colored cube, this should be the end of the level and then the gameplay in the next level is pretty much the same.",-0.05324019,-8.234798,-2.97675,-0.90865445,-0.5161412,-0.008151633,-4.8209033,-0.97181976,-0.47590342,-inf
Eat the mint green colored cubes and purple lines whilst avoiding the white moving ones whilst also making way to the final cube to complete the level.,-0.003164295,-6.310951,-inf,-2.7482724,-0.06620848,-0.098705895,-2.364783,-2.1298635,-0.12679265,-9.010887
\move the avatar to collect the green blocks whilst avoiding the brown and yellow blocks as these make you lose a life.,-4.069086,-0.017875858,-inf,-9.107937,-0.00013369438,-0.051425528,-2.994533,-4.713709,-8.401018,-0.009285066
There is a bar in your avatar to show how many green blocks you have consumed.,-4.8327203,-0.008421191,-8.052193,-0.00012213163,-9.313774,-2.1688552,-0.12141748,-0.028467102,-3.5764313,-inf
When the bar is full up you can make your way to the exit which is the purple block.,-4.7175336,-0.009583131,-7.4979024,-0.10180069,-2.3356473,-4.559756,-0.0105253905,-4.1585474,-0.015799724,-inf
You will be moving blocks and combining 2 colors to complete the levels.,-0.0017397937,-6.4503045,-9.229805,-1.0752871,-0.41739297,-3.7056322,-0.024897557,-0.01177476,-4.451466,-inf
"In the first level, you push the blue into the white x2 to complete the level.",-inf,-0.0062081893,-6.427517,-1.5652052,-0.23456062,-0.4399664,-1.0330489,-3.8517687,-0.021492323,-inf
"In the second level, you just touch the red block with your avatar block to turn it white x2.",-7.4584055,-0.0019443417,-6.813382,-1.0329162,-0.4400684,-3.3627386,-0.035262022,-0.45661297,-1.004104,-9.447415
Then push the blue block into new white blocks x2 to complete the level.,-8.703708,-0.00018006093,-inf,-6.5735316,-0.0014032064,-0.12346384,-2.153148,-3.96961,-0.019078894,-inf
In the third level push the red block into the purple block to turn white x2.,-7.222999,-0.0016148426,-inf,-6.0463123,-0.0023782619,-3.9902291,-0.018673433,-1.738178,-0.1934659,-inf
Then push the blue block into the white block x2 to complete the level.,-8.620173,-0.00019197763,-12.618613,-5.8273015,-0.0029589233,-0.1531743,-1.9520196,-3.6480343,-0.026402595,-inf
"In the fourth level, you push pink to purple to turn white x 2.",-3.7590823,-0.03922993,-4.4674144,-1.8902781,-0.16376323,-4.293309,-0.013758771,-0.46360457,-0.9919325,-inf
Then you push blue to white x2 to complete the level.,-6.9934697,-0.0010455513,-9.459574,-3.3320613,-0.036397453,-0.0383202,-3.2816198,-2.5599508,-0.08048143,-inf
"You need to move your avatar to an exit (mint green color block in a corner) by using the yellow or blue teleport blocks to get you there, whilst avoiding the moving colored blocks.",-0.030440478,-4.0964537,-inf,-6.1890764,-0.0020665182,-6.300188,-0.0018404676,-3.6706154,-0.026179528,-7.99549
"In this game, the brown block is the exit.",-7.0626793,-0.0010050623,-9.0007305,-1.7478143e-05,-inf,-6.4345136,-0.0016103165,-0.8885514,-0.52985924,-inf
To get out of the exit you need to remove the blue blocks first.,-3.484636,-0.031196358,-inf,-3.6588714,-0.026121933,-7.4988227,-0.0005563704,-0.19849116,-1.7154989,-inf
You do this by pushing one purple block into a blue block to remove it.,-6.341729,-0.0017765652,-inf,-1.3760284,-0.29116857,-5.972675,-0.0025552115,-0.38946024,-1.1316649,-inf
When there are no blue blocks in your way you can exit through the brown block thus completing the level.,-4.1481576,-0.015976306,-inf,-1.2587683,-0.33413154,-5.840838,-0.002912931,-6.1978555,-0.002047244,-inf
Be careful not to push your blocks into a corner then you can't move them.,-0.020823652,-3.8857052,-10.364373,-7.444325,-0.0005897291,-1.4998965,-0.25253436,-0.70054805,-9.179251,-0.6862391
"In this game, you have to move your avatar over the top of the green cubes to turn them purple whilst also avoiding the blue cube.",-0.014201115,-4.3061724,-inf,-0.14474948,-2.004542,-4.6836896,-0.009295219,-0.5464422,-0.87527674,-5.488434
I found it harder than it sounds.,-7.7274604,-inf,-0.0005070421,-2.4584822e-06,-inf,-5.9153886e-06,-inf,-0.012332104,-inf,-4.406211
Maybe because they are constantly shaking whilst moving?,-2.680063,-inf,-0.07122025,-2.4584822e-06,-inf,-3.6789137e-05,-10.732741,-5.443128e-05,-inf,-inf
The yellow block is the exit and level complete.,-7.0767045,-0.0010761572,-8.499437,-4.036525e-05,-10.401012,-7.511133,-0.0005494566,-9.660007,-6.635165e-05,-inf
If there is a colored block (other than green) in your way use a green block to neutralize it and turn it green so you can safely pass through.,-0.034822784,-3.5600302,-inf,-8.740942,-0.00016432605,-8.299,-0.000251684,-1.6180136,-0.22118396,-inf
Do this until you get to the exit.,-1.3631489,-0.30920154,-4.6203303,-1.4492607,-0.26758572,-0.0027963184,-5.886833,-0.35107014,-1.2173994,-inf
Try to eat the green as quickly as possible ala Pacman.,-4.2746506,-0.0883807,-2.7161045,-1.879804,-0.16565453,-0.004699138,-5.3676963,-3.9982522,-0.018540626,-inf
You can move through the other color blocks without dying.,-8.63884,-0.001642573,-6.6116853,-0.0018614033,-6.2973804,-1.5154153,-0.248129,-0.00068276847,-7.4060574,-9.969172
"The big green block on the right...go in at the bottom left, then go up, then back down, then right to get through.",-0.15854813,-inf,-2.5431688,-7.055331,-0.00087442057,-0.03739839,-3.305522,-0.9274827,-0.5038034,-inf
Touch the light green blocks to activate their movement.,-6.408887,-0.0016697037,-11.371573,-5.054336,-0.00642356,-7.727412,-0.00044342037,-0.012008954,-4.43368,-inf
They will then eat the red blocks.,-2.4141684,-0.5092689,-1.1752464,-3.5716304e-05,-10.561942,-4.4212694,-0.012103054,-0.0041770525,-5.500555,-10.250883
Avoid touching the yellow or you will die.,-11.778048,-2.7014437e-05,-11.454487,-7.3599997,-0.00063988456,-7.95348,-0.00035655755,-10.815308,-inf,-2.4630364e-05
The blue blocks are harmless and can be moved through.,-8.532599,-0.00024691585,-10.013413,-0.004747199,-5.355255,-4.333471,-0.013215411,-0.0014422574,-6.563681,-inf
Think gravity in this one.,-0.00063499715,-10.609705,-7.4573383,-0.3692796,-1.1752985,-0.021340748,-3.8592315,-0.00048548827,-7.795432,-inf
The brown blocks fall down once there is white space beneath them.,-4.959678,-0.007129258,-9.542831,-0.11692853,-2.20431,-9.291698,-9.4960524e-05,-0.027126698,-3.7877698,-5.518246
any blue space you go over turns to white.,-5.634424,-0.0051765935,-6.495451,-0.050204344,-3.017106,-5.0004826,-0.006765341,-0.0012499966,-6.72839,-inf
Collect green blocks until the bar on your avatar is filled and then head to the purple square to win.,-6.6586814,-0.0013935692,-inf,-6.0946984,-0.0022702778,-6.970048,-0.0009449341,-11.4611025,-1.6286107e-05,-inf
Touching the yellow square will kill you.,-12.77508,-9.372295e-06,-inf,-3.367914,-0.03507972,-9.004256,-0.00012523093,-12.2052555,-inf,-9.253091e-06
Push the blocks around to matching colors to make them disappear and win the round.,-4.388216,-0.0125333145,-inf,-7.4465623,-0.0005915172,-2.7290564,-0.06751917,-11.260627,-1.5809293e-05,-inf
Experiment with which colors go together as I can't quite remember the pairs.,-4.3546653,-inf,-0.013226817,-0.08168006,-2.5460374,-0.00021331508,-8.517042,-0.0014791483,-6.566617,-inf
Timing is everything in this one.,-0.0011061599,-11.039001,-6.846451,-0.0033313527,-5.7092505,-1.378283e-05,-11.608774,-0.0002447702,-8.398477,-inf
Move carefully and figure out which colors teleport you.,-0.0005253921,-7.627082,-inf,-5.217796,-0.0054449397,-0.23721607,-1.5551711,-0.06036576,-2.8393154,-inf
Didn't get far so not much more info I can offer.,-inf,-inf,-4.596782e-05,-1.0280384e-06,-inf,-1.6240566e-06,-inf,-0.72208756,-inf,-0.6652848
It's a sliding puzzle game.,-0.04826868,-9.21576,-3.059299,-1.8431772e-05,-inf,-0.0265498,-3.6428733,-1.8074163e-05,-inf,-inf
Try not to push a purple block to the wall or you'll be trapped.,-0.91151327,-0.5140638,-inf,-8.059446,-0.00032021143,-7.1810875,-0.00076507597,-6.1029434,-inf,-0.0022562374
Purple must be pushed to the light blue to make them disappear to get to the brown square to win.,-1.7867516,-0.18651472,-inf,-6.6568475,-0.001291905,-3.1672418,-0.043041095,-6.513173,-0.0014980759,-12.139293
Light blue turns green to purple.,-5.287939,-0.038248267,-3.432646,-1.8550976e-05,-11.049342,-1.4696022,-0.26140562,-0.00090812583,-7.063017,-inf
"When they all turn, you lose.",-3.2323263,-0.14378905,-2.3842504,-0.0031709373,-5.759946,-0.5620488,-0.8441323,-6.854111,-inf,-0.0010725848
Didn't get past this one.,-inf,-inf,-3.9650025e-05,-9.0883464e-07,-inf,-1.147242e-06,-inf,-8.366235,-inf,-0.00027754388
Get to the yellow block to win.,-10.330562,-0.00014036978,-9.447495,-0.00013858173,-8.951404,-8.23501,-0.00026872646,-11.994131,-1.1637165e-05,-inf
Careful on the last puzzle pushing the green block so that you don't get stuck on the snake like passageway as I did.,-5.2404494,-inf,-0.019416485,-0.15102091,-1.9650601,-4.692145e-05,-10.292552,-1.5525703,-inf,-0.23862267
"Orange blocks are attracted to yellow spots and turn them green, if all yellow spots are turned green you lose.",-2.8556297,-0.059700627,-8.726218,-0.9386034,-0.49627212,-7.081351,-0.0008433377,-6.6882176,-8.034074,-0.0016084164
Your job is to change green back to yellow to stay alive.,-1.1618571,-0.37562892,-8.860415,-1.0420942,-0.43502137,-1.6133003,-0.2222176,-0.6305005,-0.7880017,-4.3659244
"You don't have to worry about colliding with any blocks, they don't hurt you.",-7.2772017,-0.00842001,-4.899852,-0.00015145572,-8.928458,-1.0523379,-0.42946076,-0.0003809833,-7.975881,-inf
The likewise the brown spots are attracted to the red blocks and turn them blue.,-0.10330871,-3.9299688,-2.5543451,-0.0005401661,-7.544352,-3.0482254,-0.048633464,-0.0039678626,-5.6392865,-7.997376
"I don't think that will end the game, so prioritize the green spots.",-0.0082481215,-9.94152,-4.8202467,-2.280156,-0.10791655,-0.19049588,-1.752025,-0.02917419,-3.5591938,-8.937957
But you still need to change them back and use up the brown blocks to win.,-0.0034085824,-8.276049,-5.7887516,-0.23882426,-1.54923,-0.018727496,-3.9887326,-2.3028286,-0.10808626,-6.0340104
Hitting a green block hurts you so avoid them unless you have a shield.,-1.3274059,-0.30821416,-inf,-6.5542006,-0.0014298786,-7.3141656,-0.0006679983,-4.477235,-inf,-0.011464157
"You get shields by collecting white, and possible other colored blocks.",-0.2720572,-1.4884211,-4.4266725,-0.08361546,-2.5234253,-4.3317766,-0.013237995,-0.6406563,-0.7488583,-inf
You can collect several shields and they will be shown at the bottom of your blue block.,-4.8648825,-0.008099493,-8.079469,-0.0006043838,-7.4688163,-6.3728013,-0.0017131396,-0.93693477,-0.49747592,-inf
You lose 1 shield for each green block you hit and destroy.,-6.348024,-0.001838322,-9.592758,-1.9373397,-0.15562041,-6.6323514,-0.0013204771,-6.2716894,-10.337722,-0.0019483911
"The goal is to collect the non-green blocks or possibly just the yellow block, though you will need to collect enough shields to get to it.",-0.00019805702,-inf,-inf,-0.9242168,-0.5056568,-0.72929907,-0.65830755,-3.0621006,-0.04796716,-11.33389
I am unsure of what the Red block does as I won without ever touching it.,-9.1842375,-inf,-0.00015514737,-6.749814e-06,-inf,-0.0002697993,-8.264195,-0.21161364,-1.6574888,-inf
"Avoid the randomly moving yellow blocks, they kill you.",-7.040106,-0.00090038124,-10.96591,-5.748207,-0.003200766,-7.017411,-0.00089943496,-11.355676,-inf,-1.3902034e-05
Orange walls my also kill you so avoid them as well.,-3.4346466,-0.05590244,-3.8377686,-3.0384712,-0.04910652,-3.233581,-0.04022357,-6.326698,-inf,-0.0018057262
The goal is to reach the green block.,-4.865854,-0.00812657,-7.9495635,-5.4788892e-05,-10.058616,-8.386615,-0.00023131118,-4.373265,-0.01270141,-inf
"You can destroy purple walls, and the teal block will eat orange walls.",-0.6953834,-0.6916927,-inf,-0.5764186,-0.8254191,-7.3174567,-0.0006691903,-0.07002346,-2.6950617,-inf
So some levels require you to 'free' the teal block to get it to eat a orange wall blocking your path.,-0.0029093695,-inf,-6.235707,-0.028537769,-3.5715027,-2.2252078,-0.11435471,-1.002944,-0.45724198,-inf
Don't free the teal block if you don't want it to remove the orange walls.,-0.1100204,-2.262616,-inf,-5.746231,-0.003211938,-3.9002788,-0.02044951,-0.036331695,-5.349644,-3.4816098
The goal is to collect enough green blocks to fill you gauge and then got to the purple block to win the level.,-1.1465877,-0.3835872,-inf,-0.21802014,-1.6304386,-4.9999995,-0.0067670066,-12.020484,-1.4140442e-05,-inf
"The red and yellow blocks will  kill you, and I think the red may target you so avoid going next to either or releasing them.",-0.01468144,-5.930714,-4.5423646,-0.85886735,-0.5511548,-1.6972964,-0.20236987,-9.520823,-inf,-9.567575e-05
The brown blocks will kill you if they fall on you so avoid digging under them unless it is to get a green block and then only do it from the side.,-0.006082853,-7.1201863,-inf,-5.2191844,-0.005442928,-4.4281073,-0.012015191,-6.851602,-inf,-0.0010886625
You collect green blocks by pushing towards them when next to them.,-4.6794996,-0.009362188,-10.730071,-0.47069645,-0.9798002,-5.953915,-0.002602053,-0.34340492,-1.2358724,-inf
"You won't move into the spot until the green block is gone so it is safe to remove a green block under a brown block and let it fall, as long as you are to the side and not under the green block when you take it.",-0.033069905,-5.6898866,-inf,-2.6074295,-0.07662387,-2.8114815,-0.062013615,-0.46287477,-0.9933981,-inf
"Keep in mind the light blue back ground is actually a wall you can dig though and holding up the brown blocks, so you should never move into a light blue block under a brown block.",-0.006856386,-6.681934,-inf,-2.960863,-0.053192034,-3.1991503,-0.041666266,-0.054456774,-3.1022835,-4.8559265
"You can use the space bar to ""eat"" the light blue blocks in front of your blue block.",-5.2144275,-0.0054867878,-11.533107,-1.8372678,-0.17351042,-7.4203243,-0.00060474145,-1.967306,-0.15094556,-8.527121
I never had to use this but I noticed the mechanic.,-8.937078,-inf,-0.00031103275,-1.4974867e-05,-inf,-0.00011594037,-9.165787,-2.8802491e-05,-inf,-inf
It doesn't work on green blocks.,-6.4791374,-0.003452411,-6.3033123,-0.041929685,-3.1931043,-0.65937084,-0.7281479,-3.1186566e-05,-inf,-10.807239
Your goal is to push the blue blocks into pale yellow blocks.,-5.0796757,-0.0062540425,-inf,-0.23125413,-1.5778594,-8.075173,-0.00031365524,-6.0979795,-0.0022552912,-inf
Sometimes you have to create the yellow blocks by using the other blocks.,-0.0024655482,-6.07896,-inf,-1.6181769,-0.22101922,-3.7608876,-0.023546632,-0.91501343,-0.5118362,-inf
This generally works by combining them in some way.,-0.013801329,-inf,-4.293388,-9.400689e-05,-9.42443,-0.0015368813,-6.4923396,-0.012745543,-4.375361,-inf
"For example pushing the red block into an orange block turns the red block yellow, but for others you need to push the orange block into it and they will combine to form the yellow block.",-0.035592366,-4.6522746,-inf,-0.65375316,-0.7342318,-5.5561905,-0.003875731,-0.12760973,-2.1232991,-inf
"The only way to lose or get stuck that I found was if you push a blue block against a wall so you can't get it off the wall, so avoid that.",-1.1067109,-1.45966,-inf,-4.287233,-0.013854587,-0.6957994,-0.69054276,-7.5655055,-inf,-0.0005527943
