sentence,abstract_abstract,abstract_concrete,abstract_ignorance,policy_not policy,policy_policy,dynamics_not dynamics,dynamics_dynamics,valence_neutral,valence_winning,valence_losing,abstract_tag,policy_tag,dynamics_tag,valence_tag
Be VERY careful when moving the purple squares as they can get stuck and then will not move!,-0.013208587,-4.927515,-5.4237614,-4.3653545,-0.012805925,-1.5508177,-0.23836929,-2.9485586,-inf,-0.0539702,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
I think the secret is not to get them to touch too much.,-1.0624377,-inf,-0.42451918,-0.003745333,-5.5924926,-0.00021414584,-8.522298,-0.0077970754,-4.872343,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Yellow squares move randomly, at a really fast pace, and are also dangerous if they touch you, level over!",-1.6114255,-0.22306831,-8.607676,-0.030748704,-3.498419,-6.7920265,-0.0011253334,-6.237421,-10.702614,-0.0019951318,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Purple squares are safe and easy to clear.,-9.562632,-0.00010902656,-10.48279,-0.03383657,-3.4039729,-1.8505745,-0.17098239,-0.5632579,-0.842694,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Avoid making contact with the light-green square and purple squares!,-8.814485,-0.00022058284,-10.064126,-8.927241,-0.00013619766,-4.457882,-0.011659767,-1.997885,-inf,-0.14584754,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
", then the small green square,
Then to break the green barrier, only touch one square.",-1.1046858,-3.7623758,-0.44237426,-0.49259606,-0.9444603,-0.07889177,-2.5796375,-0.084000364,-2.5244777,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
It is a really tricky game and be careful some squares will not move,-0.27648768,-inf,-1.4221214,-0.0037020931,-5.6061363,-2.3915141e-05,-11.101939,-0.0022204379,-inf,-6.129765,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Press the spacebar and arrow key to destroy the orange squares that come down from the blue squares.,-8.115048,-0.0005068037,-9.314858,-1.7682743,-0.18715861,-7.557923,-0.0005269381,-1.4143165,-0.27901113,-8.101503,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Work quickly as once the bottom turns green they have won!,-0.06276994,-inf,-2.8233194,-4.535364,-0.010795366,-0.06271385,-2.800934,-7.9871025,-3.583494,-0.028600454,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"aim is to reach the light green square, NOT dark green!",-0.36363426,-1.1897184,-inf,-3.068107,-0.04764101,-3.7433877,-0.023962576,-1.5906523,-0.22924607,-6.908434,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Some squares will teleport you to a different square.,-0.17286219,-1.8412524,-9.772964,-5.085517e-05,-10.083814,-10.103938,-4.2868523e-05,-0.00013548243,-9.083557,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Move fast,-0.19913764,-6.770959,-1.7201071,-0.0243823,-3.7278068,-2.188868e-05,-inf,-0.0001757696,-10.727274,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"moving a green square over an orange square changes it to green, do not bunch up green sqaures they can become stuck!",-0.20433103,-1.7048022,-inf,-7.0740128,-0.0008601271,-5.4473014,-0.004323541,-0.45726183,-7.651716,-1.0041711,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
avoid touching the pink square,-10.44511,-8.733149e-05,-10.089855,-8.962441,-0.00013250235,-0.08207021,-2.541268,-0.010431133,-10.290087,-4.5755043,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Avoid touching the light blue squares.,-11.976463,-1.700133e-05,-12.094027,-9.200628,-0.00010473523,-7.169777,-0.00077448937,-7.2585154,-inf,-0.00072565617,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
You can get behind the purple squares and push them into the light blue squares to eliminate them and clear the path.,-0.048640054,-3.0538585,-inf,-7.310588,-0.00067609677,-9.380315,-8.6616266e-05,-5.701269,-0.0033721079,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"You cannot move through a purple brick, you must go around it to push it where you want it to go.",-3.2440374,-0.039829124,-inf,-3.759248,-0.023593206,-8.66477,-0.00017517358,-0.00027802069,-9.535196,-8.600853,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Don't push it into a corner or you won't be able to move it!,-0.15054674,-1.9684675,-inf,-7.6642776,-0.00047642877,-2.2447176,-0.112017535,-0.03193153,-9.94502,-3.4637172,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
